Time,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,AOA,AOS,TAS
80.1,-128.1378347,0.50461053,1986.0,59.979061,-12.964337,143.334351,0.5,-1.2,454.0
80.15,-128.137802015,0.504567305,1984.5,59.1502265,-13.0092755,143.507538,0.55,-1.15,454.5
80.2,-128.13776933,0.50452408,1983.0,58.321392,-13.054214,143.680725,0.6,-1.1,455.0
80.25,-128.13773607000002,0.50447855,1981.5,56.254511,-13.0900965,144.0806275,0.6499999999999999,-1.1,455.5
80.3,-128.13770281,0.50443302,1980.0,54.18763,-13.125979,144.48053,0.7,-1.1,456.0
80.35,-128.13767299,0.5043921,1978.5,53.1160185,-13.1437955,144.687546,0.75,-1.05,457.0
80.4,-128.13764317,0.50435118,1977.0,52.044407,-13.161612,144.894562,0.8,-1.0,458.0
80.45,-128.13761334999998,0.5043091049999999,1975.5,50.608839,-13.179401,145.12303150000002,0.8500000000000001,-0.95,458.5
80.5,-128.13758353,0.50426703,1974.0,49.173271,-13.19719,145.351501,0.9,-0.9,459.0
80.55,-128.13754854500002,0.50421746,1972.0,47.475153,-13.215651,145.6009825,0.9,-0.8500000000000001,459.5
80.6,-128.13751356,0.50416789,1970.0,45.777035,-13.234112,145.850464,0.9,-0.8,460.0
80.65,-128.137484885,0.50412524,1968.5,44.939873,-13.243214,145.9734345,0.95,-0.8,460.5
80.7,-128.13745621,0.50408259,1967.0,44.102711,-13.252316,146.096405,1.0,-0.8,461.0
80.75,-128.13742466500003,0.50403648,1965.5,41.9689525,-13.3121465,146.2760315,0.95,-0.75,462.0
80.8,-128.13739312,0.50399037,1964.0,39.835194,-13.371977,146.455658,0.9,-0.7,463.0
80.85,-128.1373633,0.50394541,1962.0,38.6335145,-13.4061155,146.5552065,0.8500000000000001,-0.6499999999999999,463.5
80.9,-128.13733348,0.50390045,1960.0,37.431835,-13.440254,146.654755,0.8,-0.6,464.0
80.95,-128.13730021499998,0.50384973,1958.5,35.704649,-13.544466,146.7259675,0.75,-0.6,465.0
