Time,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,AOA,AOS,TAS
20.1,-128.12212945,0.47623209,2409.0,56.011272,2.47117,-40.288437,2.1,-0.0,667.0
20.15,-128.12218564,0.476294905,2409.5,54.8960245,2.6284205,-39.938782,2.1,0.05,667.0
20.2,-128.12224183,0.47635772,2410.0,53.780777,2.785671,-39.589127,2.1,0.1,667.0
20.25,-128.12228884,0.476410165,2410.0,52.5107745,3.03446,-39.1333925,2.1500000000000004,0.1,667.0
20.3,-128.12233585,0.47646261,2410.0,51.240772,3.283249,-38.677658,2.2,0.1,667.0
20.35,-128.12239433500002,0.47653004,2410.5,50.379997,3.4518705,-38.3687745,2.2,0.1,666.5
20.4,-128.12245282,0.47659747,2411.0,49.519222,3.620492,-38.059891,2.2,0.1,666.0
20.45,-128.12250041,0.47665453,2411.5,48.4344765,3.9393565,-37.597069000000005,2.2,0.1,666.0
20.5,-128.122548,0.47671159,2412.0,47.349731,4.258221,-37.134247,2.2,0.1,666.0
20.55,-128.122603615,0.476777865,2412.0,46.4440265,4.533407,-36.7416385,2.3,0.1,666.0
20.6,-128.12265923,0.47684414,2412.0,45.538322,4.808593,-36.34903,2.4,0.1,666.0
20.65,-128.12271198500002,0.476912155,2413.0,44.746439,5.0456255,-36.069115,2.4,0.15,665.5
20.7,-128.12276474,0.47698017,2414.0,43.954556,5.282658,-35.7892,2.4,0.2,665.0
20.75,-128.12280545,0.477031465,2414.5,43.03737099999999,5.552679,-35.5451125,2.4,0.2,665.0
20.8,-128.12284616,0.47708276,2415.0,42.120186,5.8227,-35.301025,2.4,0.2,665.0
20.85,-128.12290178,0.477156535,2415.5,41.414738,6.0303855,-35.113273500000005,2.35,0.2,665.0
20.9,-128.1229574,0.47723031,2416.0,40.70929,6.238071,-34.925522,2.3,0.2,665.0
20.95,-128.12300442,0.477293135,2417.0,39.930216,6.4911525,-34.671593,2.25,0.15,665.0
21.0,-128.12305144,0.47735596,2418.0,39.151142,6.744234,-34.417664,2.2,0.1,665.0
21.05,-128.123068645,0.477379015,2418.0,38.789549,6.863251999999999,-34.296753,2.2,0.1,665.0
21.1,-128.12308585,0.47740207,2418.0,38.427956,6.98227,-34.175842,2.2,0.1,665.0
21.15,-128.12316556000002,0.4775133099999999,2419.5,37.707056,7.243986,-33.90979,2.1500000000000004,0.05,664.5
21.2,-128.12324527,0.47762455,2421.0,36.986156,7.505702,-33.643738,2.1,-0.0,664.0
21.25,-128.12328828,0.477685075,2422.0,36.2960945,7.813131500000001,-33.330841,2.1,0.0,663.5
21.3,-128.12333129,0.4777456,2423.0,35.606033,8.120561,-33.017944,2.1,-0.0,663.0
21.35,-128.12337889000003,0.477816495,2424.0,35.13529,8.3302815,-32.804512,2.1,0.0,663.0
21.4,-128.12342649,0.47788739,2425.0,34.664547,8.540002,-32.59108,2.1,0.0,663.0
21.45,-128.123467205,0.47794676,2426.0,33.9740945,8.84588,-32.3217315,2.05,0.05,662.5
21.5,-128.12350792,0.47800613,2427.0,33.283642,9.151758,-32.052383,2.0,0.1,662.0
21.55,-128.12355724000005,0.478081065,2428.5,32.6154225,9.447558999999998,-31.7974315,2.0,0.1,662.0
21.6,-128.12360656,0.478156,2430.0,31.947203,9.74336,-31.54248,2.0,0.1,662.0
21.65,-128.123640975,0.478209605,2431.0,31.2836305,9.9586655,-31.360939,2.0,0.1,662.0
21.7,-128.12367539,0.47826321,2432.0,30.620058,10.173971,-31.179398,2.0,0.1,662.0
21.75,-128.12371668,0.478326615,2433.0,30.024245,10.3308035,-31.049721,1.95,0.15,661.5
21.8,-128.12375797,0.47839002,2434.0,29.428432,10.487636,-30.920044,1.9,0.2,661.0
21.85,-128.12381303,0.478478215,2436.5,28.850739,10.6396975,-30.7942885,1.7999999999999998,0.2,661.0
21.9,-128.12386809,0.47856641,2439.0,28.273046,10.791759,-30.668533,1.7,0.2,661.0
21.95,-128.1239048,0.4786257849999999,2440.0,27.4337125,11.033426,-30.4586715,1.7,0.25,660.5
22.0,-128.12394151,0.47868516,2441.0,26.594379,11.275093,-30.24881,1.7,0.3,660.0
22.05,-128.12398682,0.4787589399999999,2443.0,25.834609,11.495573,-30.056595,1.7,0.3,659.5
22.1,-128.12403213,0.47883272,2445.0,25.074839,11.716053,-29.86438,1.7,0.3,659.0
22.15,-128.124071135,0.4788984349999999,2446.5,24.404129,11.9439945,-29.71756,1.65,0.3,659.0
22.2,-128.12411014,0.47896415,2448.0,23.733419,12.171936,-29.57074,1.6,0.3,659.0
22.25,-128.124154305,0.47903851,2450.0,22.7151515,12.554722,-29.373108,1.65,0.3,658.5
22.3,-128.12419847,0.47911287,2452.0,21.696884,12.937508,-29.175476,1.7,0.3,658.0
22.35,-128.12423575000005,0.479175705,2453.5,21.1937705,13.1266375,-29.077835,1.75,0.35,657.5
22.4,-128.12427303,0.47923854,2455.0,20.690657,13.315767,-28.980194,1.8,0.4,657.0
22.45,-128.12430802,0.47929964,2457.0,19.7403425,13.683657,-28.835098,1.8,0.45,657.0
22.5,-128.12434301,0.47936074,2459.0,18.790028,14.051547,-28.690002,1.8,0.5,657.0
22.55,-128.12438718,0.47943741,2461.0,17.9115505,14.3927145,-28.5598675,1.85,0.55,656.5
22.6,-128.12443135,0.47951408,2463.0,17.033073,14.733882,-28.429733,1.9,0.6,656.0
22.65,-128.12446519000002,0.479573455,2465.0,16.4159315,14.977962,-28.360481,1.9,0.6,655.5
22.7,-128.12449903,0.47963283,2467.0,15.79879,15.222042,-28.291229,1.9,0.6,655.0
22.75,-128.12453976,0.47970604,2469.0,14.7746435,15.63379,-28.210022,1.9,0.6,654.5
22.8,-128.12458049,0.47977925,2471.0,13.750497,16.045538,-28.128815,1.9,0.6,654.0
22.85,-128.124617775,0.47984554,2473.5,13.220345,16.2586825,-28.086777,1.9,0.6,653.5
22.9,-128.12465506,0.47991183,2476.0,12.690193,16.471827,-28.044739,1.9,0.6,653.0
22.95,-128.124692345,0.479979275,2478.5,11.7510235,16.800837,-28.052208,1.85,0.55,652.5
23.0,-128.12472963,0.48004672,2481.0,10.811854,17.129847,-28.059677,1.8,0.5,652.0
23.05,-128.124765195,0.480111285,2483.0,10.1186705,17.367676000000003,-28.073631,1.8,0.45,651.5
23.1,-128.12480076,0.48017585,2485.0,9.425487,17.605505,-28.087585,1.8,0.4,651.0
