Time,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,AOA,AOS,TAS
83.2,-128.10132792,0.28434671,317.0,-21.640827,-1.219584,52.683945,-1.5,0.1,864.0
83.25,-128.10125634,0.284402685,317.0,-21.1983145,-1.162594,52.6127625,-1.5,0.05,863.5
83.3,-128.10118476,0.28445866,317.0,-20.755802,-1.105604,52.54158,-1.5,0.0,863.0
83.35,-128.10110172,0.284523865,317.5,-20.086898,-1.032233,52.452522,-1.45,0.0,863.0
83.4,-128.10101868,0.28458907,318.0,-19.417994,-0.958862,52.363464,-1.4,-0.0,863.0
83.45,-128.10092992,0.2846588949999999,318.0,-18.6364565,-0.879176,52.268211,-1.45,0.0,863.0
83.5,-128.10084116,0.28472872,318.0,-17.854919,-0.79949,52.172958,-1.5,-0.0,863.0
83.55,-128.100756405,0.284795655,318.0,-17.4234475,-0.7554970000000001,52.120369,-1.45,0.0,862.5
83.6,-128.10067165,0.28486259,318.0,-16.991976,-0.711504,52.06778,-1.4,-0.0,862.0
83.65,-128.100602355,0.28491799,318.0,-16.1437155,-0.6209450000000001,51.9888765,-1.4,0.0,862.0
83.7,-128.10053306,0.28497339,318.0,-15.295455,-0.530386,51.909973,-1.4,0.0,862.0
83.75,-128.100442005,0.28504552,318.5,-14.64119,-0.4605375,51.8491135,-1.4,0.0,862.0
83.8,-128.10035095,0.28511765,319.0,-13.986925,-0.390689,51.788254,-1.4,0.0,862.0
83.85,-128.10027994,0.285174775,319.0,-13.3438805,-0.30453,51.758797,-1.4,0.0,862.0
83.9,-128.10020893,0.2852319,319.0,-12.700836,-0.218371,51.72934,-1.4,0.0,862.0
83.95,-128.100133915,0.2852919149999999,319.5,-11.9955125,-0.1175335,51.7080235,-1.4,0.05,862.0
84.0,-128.1000589,0.28535193,320.0,-11.290189,-0.016696,51.686707,-1.4,0.1,862.0
84.05,-128.09996612499998,0.285426945,320.0,-10.8245625,0.0498725,51.672638,-1.4,0.1,861.5
84.1,-128.09987335,0.28550196,320.0,-10.358936,0.116441,51.658569,-1.4,0.1,861.0
84.15,-128.09979948,0.285561395,320.5,-9.3706825,0.154816,51.7512435,-1.4,0.2,861.0
84.2,-128.09972561,0.28562083,321.0,-8.382429,0.193191,51.843918,-1.4,0.3,861.0
84.25,-128.09963112,0.28569642,321.5,-7.5982565,0.2215504999999999,51.919937,-1.45,0.35,861.0
84.3,-128.09953663,0.28577201,322.0,-6.814084,0.24991,51.995956,-1.5,0.4,861.0
84.35,-128.099465045,0.285830295,322.0,-6.027574,0.2327385,52.06002,-1.5,0.45,860.5
84.4,-128.09939346,0.28588858,322.0,-5.241064,0.215567,52.124084,-1.5,0.5,860.0
84.45,-128.09930126,0.28596244,322.5,-3.7390485,0.138078,52.234489,-1.55,0.6,860.0
84.5,-128.09920906,0.2860363,323.0,-2.237033,0.060589,52.344894,-1.6,0.7,860.0
84.55,-128.099132895,0.28609689,323.5,-1.5748775,0.026429,52.393547,-1.65,0.75,860.0
84.6,-128.09905673,0.28615748,324.0,-0.912722,-0.007731,52.4422,-1.7,0.8,860.0
84.65,-128.09896396,0.28623192,324.5,1.065244,-0.0421715,52.469368,-1.7,0.8,859.5
84.7,-128.09887119,0.28630636,325.0,3.04321,-0.076612,52.496536,-1.7,0.8,859.0
84.75,-128.098797315,0.28636464,325.0,4.040799,-0.0932045,52.5088805,-1.7,0.8,859.0
84.8,-128.09872344,0.28642292,325.0,5.038388,-0.109797,52.521225,-1.7,0.8,859.0
84.85,-128.098638685,0.286489855,325.5,6.3974865,-0.118798,52.523773000000006,-1.7,0.8,859.0
84.9,-128.09855393,0.28655679,326.0,7.756585,-0.127799,52.526321,-1.7,0.8,859.0
84.95,-128.098477195,0.28661796,326.5,9.3570485,-0.130246,52.5207825,-1.7,0.75,858.5
85.0,-128.09840046,0.28667913,327.0,10.957512,-0.132693,52.515244,-1.7,0.7,858.0
85.05,-128.098322005,0.286740295,327.0,11.87163,-0.1340905,52.512093,-1.7,0.7,858.0
85.1,-128.09824355,0.28680146,327.0,12.785748,-0.135488,52.508942,-1.7,0.7,858.0
