Time,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,AOA,AOS,TAS
43.2,-128.15267273,0.2232368,2188.0,-17.12566,-54.737789,1.560791,-1.0,0.4,743.0
43.25,-128.15267160500002,0.22328697,2180.0,-15.961956,-54.72431,1.4389875,-1.05,0.35,744.5
43.3,-128.15267048,0.22333714,2172.0,-14.798252,-54.710831,1.317184,-1.1,0.3,746.0
43.35,-128.152669925,0.2233971149999999,2163.0,-13.001836,-54.6474975,1.1716305,-1.1,0.25,747.5
43.4,-128.15266937,0.22345709,2154.0,-11.20542,-54.584164,1.026077,-1.1,0.2,749.0
43.45,-128.152668245,0.22350668,2146.0,-9.469636,-54.507376,0.901001,-1.1,0.2,750.5
43.5,-128.15266712,0.22355627,2138.0,-7.733852,-54.430588,0.775925,-1.1,0.2,752.0
43.55,-128.152666565,0.223611055,2130.0,-6.576276,-54.3793775,0.6925049999999999,-1.1,0.15,753.5
43.6,-128.15266601,0.22366584,2122.0,-5.4187,-54.328167,0.609085,-1.1,0.1,755.0
43.65,-128.15266545499998,0.22372293,2112.5,-3.0256480000000003,-54.174694,0.519554,-1.1,0.1,756.5
43.7,-128.1526649,0.22378002,2103.0,-0.632596,-54.021221,0.430023,-1.1,0.1,758.0
43.75,-128.15266435,0.2238376899999999,2094.5,0.9554365,-53.9182015,0.37265,-1.05,0.1,759.5
43.8,-128.1526638,0.22389536,2086.0,2.543469,-53.815182,0.315277,-1.0,0.1,761.0
43.85,-128.15266381499998,0.2239443749999999,2079.0,4.075312,-53.7127305,0.2925259999999999,-1.0,0.05,762.0
43.9,-128.15266383,0.22399339,2072.0,5.607155,-53.610279,0.269775,-1.0,0.0,763.0
43.95,-128.152662705,0.22405625,2062.5,7.701029500000001,-53.4683015,0.259193,-1.0,0.0,764.5
44.0,-128.15266158,0.22411911,2053.0,9.794904,-53.326324,0.248611,-1.0,0.0,766.0
44.05,-128.15266103,0.224178505,2044.0,10.8783215,-53.2528625,0.243141,-1.0,0.0,767.5
44.1,-128.15266048,0.2242379,2035.0,11.961739,-53.179401,0.237671,-1.0,-0.0,769.0
44.15,-128.15265993,0.22429557,2026.5,14.291082499999998,-52.986177,0.334404,-0.95,-0.05,770.5
44.2,-128.15265938,0.22435324,2018.0,16.620426,-52.792953,0.431137,-0.9,-0.1,772.0
44.25,-128.15265825,0.224405715,2010.0,17.8576915,-52.689798,0.4841229999999999,-0.9,-0.1,773.0
44.3,-128.15265712,0.22445819,2002.0,19.094957,-52.586643,0.537109,-0.9,-0.1,774.0
44.35,-128.15265599999998,0.224523355,1993.0,20.841301,-52.385149,0.701187,-0.9,-0.15,775.5
44.4,-128.15265488,0.22458852,1984.0,22.587645,-52.183655,0.865265,-0.9,-0.2,777.0
44.45,-128.15265318000002,0.224645035,1976.0,24.036423,-51.9972725,1.0320969999999998,-0.8500000000000001,-0.2,778.5
44.5,-128.15265148,0.22470155,1968.0,25.485201,-51.81089,1.198929,-0.8,-0.2,780.0
44.55,-128.15264978,0.22476095,1959.0,26.3990985,-51.693319,1.304161,-0.8,-0.25,781.0
44.6,-128.15264808,0.22482035,1950.0,27.312996,-51.575748,1.409393,-0.8,-0.3,782.0
44.65,-128.15264581000002,0.224881475,1941.5,29.0046255,-51.2673795,1.808235,-0.7,-0.3,783.5
44.7,-128.15264354,0.2249426,1933.0,30.696255,-50.959011,2.207077,-0.6,-0.3,785.0
44.75,-128.1526407,0.2250025749999999,1924.5,31.6035655,-50.793619,2.421005,-0.55,-0.3,786.5
44.8,-128.15263786,0.22506255,1916.0,32.510876,-50.628227,2.634933,-0.5,-0.3,788.0
44.85,-128.152633875,0.225133485,1906.5,33.573252,-50.383165000000005,3.024864,-0.45,-0.3,789.5
44.9,-128.15262989,0.22520442,1897.0,34.635628,-50.138103,3.414795,-0.4,-0.3,791.0
44.95,-128.15262704499995,0.2252574749999999,1889.5,35.389803,-49.9480645,3.735222,-0.35,-0.25,792.0
45.0,-128.1526242,0.22531053,1882.0,36.143978,-49.758026,4.055649,-0.3,-0.2,793.0
