Time,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,AOA,AOS,TAS
0.11200023,-128.16470254,0.57707999,171.0,-23.343748,10.104046,145.430206,2.8,4.0,384.0
0.20599961,-128.16464748,0.57700738,172.0,-23.640167,9.93569,145.307648,2.3,4.0,384.0
0.31399941,-128.16458784,0.57692901,174.0,-23.632627,9.505925,145.090363,1.7,3.8,384.0
0.40799928,-128.16453393,0.57685986,175.0,-23.502073,9.051425,144.792053,1.3,3.6,385.0
0.51699853,-128.16447429,0.5767838,176.0,-23.299013,8.563755,144.310791,0.9,3.1,385.0
0.6100018,-128.16441808,0.57671119,177.0,-22.875492,8.224746,143.710083,0.7,2.6,385.0
0.71799946,-128.16435844,0.57663513,178.0,-21.847202,8.105177,142.907654,0.8,2.0,386.0
0.81200027,-128.16430224,0.57656482,180.0,-20.090147,8.196014,142.093994,1.2,1.3,386.0
0.90399933,-128.16424719,0.57649683,181.0,-18.053379,8.416799,141.295807,1.5,0.8,386.0
1.01219058,-128.16418411,0.57641846,182.0,-15.19172,8.786509,140.47403,1.9,0.2,387.0
1.10619855,-128.16412791,0.57634931,183.0,-12.46998,9.126446,139.885498,2.2,-0.3,387.0
1.21519828,-128.16406368,0.57627095,185.0,-9.086379,9.464716,139.417877,2.3,-0.7,387.0
1.30919814,-128.16400862,0.57620295,186.0,-6.04362,9.651413,139.192932,2.3,-1.0,387.0
1.40219808,-128.16395243,0.57613495,188.0,-3.165218,9.717329,139.117615,2.1,-1.1,387.0
1.51019883,-128.1638882,0.57605659,189.0,0.237095,9.688364,139.195007,1.8,-1.1,387.0
1.60419798,-128.163832,0.57598859,191.0,3.348188,9.594974,139.377838,1.5,-1.0,388.0
1.71077204,-128.16377007,0.57591368,192.0,6.722314,9.430568,139.680664,1.2,-0.8,388.0
1.81577325,-128.16370928,0.57583993,194.0,10.034928,9.189974,140.048981,0.9,-0.5,388.0
1.90577173,-128.16365193,0.57576963,195.0,12.903327,8.903002,140.426788,0.6,-0.3,388.0
2.01077127,-128.16359,0.57569472,197.0,15.855221,8.540463,140.850891,0.4,0.1,388.0
2.11577439,-128.16352807,0.57561981,198.0,18.750418,8.154073,141.264893,0.2,0.4,389.0
2.20577097,-128.16347416,0.57555296,200.0,21.232506,7.825824,141.605286,0.0,0.7,389.0
2.31077218,-128.16341452,0.57547805,201.0,24.185438,7.454498,141.949677,-0.1,1.0,389.0
2.41577125,-128.16335144,0.57539968,203.0,26.929161,7.126176,142.263306,-0.1,1.2,389.0
2.50577211,-128.16329868,0.57533399,204.0,29.070749,6.869229,142.485504,-0.2,1.3,390.0
2.61077428,-128.16323789,0.57525677,206.0,31.348932,6.588836,142.721863,-0.2,1.3,390.0
2.7033639,-128.16318398,0.57518878,207.0,32.838699,6.39991,142.928619,-0.2,1.4,390.0
2.81087899,-128.16312089,0.57510695,209.0,34.222454,6.217844,143.180481,-0.1,1.3,391.0
2.91587949,-128.1630601,0.57502858,210.0,35.069473,6.084544,143.425354,-0.1,1.3,391.0
3.00588036,-128.16300849,0.57496058,211.0,35.5681,5.976805,143.633911,-0.0,1.3,391.0
3.11088085,-128.16294769,0.5748799,212.0,35.950771,5.852691,143.879669,-0.0,1.2,392.0
3.21587968,-128.16288805,0.57480038,214.0,36.16217,5.725399,144.121582,0.0,1.1,392.0
