Time,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,AOA,AOS,TAS
109.85,-128.33677568000002,0.5049319800000001,455.0,29.4975375,-14.56717,-48.5614855,0.65,0.4,521.5
109.9,-128.33681866,0.50496884,453.0,29.26202,-14.658611,-48.536179,0.5,0.4,522.0
109.95,-128.336870235,0.505013765,451.0,28.627657,-14.7558895,-48.38118,0.45,0.45,522.0
110.0,-128.33692181,0.50505869,449.0,27.993294,-14.853168,-48.226181,0.4,0.5,522.0
110.05,-128.33696479000002,0.5050955500000001,447.5,27.538854,-14.9101445,-48.1077195,0.35,0.5,522.0
110.1,-128.33700777,0.50513241,446.0,27.084414,-14.967121,-47.989258,0.3,0.5,522.0
110.15,-128.337057055,0.505176185,444.0,26.556595,-14.943318,-47.8421325,0.3,0.55,522.0
110.2,-128.33710634,0.50521996,442.0,26.028776,-14.919515,-47.695007,0.3,0.6,522.0
110.25,-128.33714473499998,0.50525394,440.5,25.097435,-14.7071875,-47.41732,0.4,0.6499999999999999,522.0
110.3,-128.33718313,0.50528792,439.0,24.166094,-14.49486,-47.139633,0.5,0.7,522.0
110.35,-128.33723184500002,0.505331695,437.0,23.5178365,-14.3470685,-46.9463655,0.6,0.75,522.0
110.4,-128.33728056,0.50537547,435.0,22.869579,-14.199277,-46.753098,0.7,0.8,522.0
110.45,-128.33732354,0.50541406,433.0,21.958329,-13.9870365,-46.5699695,0.75,0.8,522.0
110.5,-128.33736652,0.50545265,431.0,21.047079,-13.774796,-46.386841,0.8,0.8,522.0
110.55,-128.33741522999998,0.505497,429.0,20.0884735,-13.550587,-46.212654,0.9,0.8500000000000001,522.0
110.6,-128.33746394,0.50554135,427.0,19.129868,-13.326378,-46.038467,1.0,0.9,522.0
110.65,-128.33750406,0.50557821,425.5,18.6643985,-13.2175105,-45.9538955,1.05,0.95,522.0
110.7,-128.33754418,0.50561507,424.0,18.198929,-13.108643,-45.869324,1.1,1.0,522.0
110.75,-128.337595755,0.5056623,422.0,16.792793500000002,-13.0325535,-45.77639,1.05,1.05,522.0
110.8,-128.33764733,0.50570953,420.0,15.386658,-12.956464,-45.683456,1.0,1.1,522.0
110.85,-128.33768745,0.5057469699999999,418.5,14.7740615,-12.923315,-45.642967,0.95,1.1,522.0
110.9,-128.33772757,0.50578441,417.0,14.161465,-12.890166,-45.602478,0.9,1.1,522.0
110.95,-128.33777857500002,0.505832215,415.0,13.135755,-12.922474,-45.579605,0.8,1.1,522.0
111.0,-128.33782958,0.50588002,413.0,12.110045,-12.954782,-45.556732,0.7,1.1,522.0
111.05,-128.337870845,0.50591919,411.5,11.4001465,-12.9900815,-45.547516,0.6,1.05,521.5
111.1,-128.33791211,0.50595836,410.0,10.690248,-13.025381,-45.5383,0.5,1.0,521.0
111.15,-128.33796024999998,0.506003285,408.5,10.0802595,-13.0449665,-45.5317845,0.45,1.0,521.0
111.2,-128.33800839,0.50604821,407.0,9.470271,-13.064552,-45.525269,0.4,1.0,521.0
111.25,-128.33804793500002,0.50608623,405.5,8.619009,-13.0534015,-45.5211795,0.35,1.0,521.0
111.3,-128.33808748,0.50612425,404.0,7.767747,-13.042251,-45.51709,0.3,1.0,521.0
111.35,-128.338136195,0.50616975,402.0,7.222823,-13.0351125,-45.514480500000005,0.25,1.0,521.0
111.4,-128.33818491,0.50621525,400.0,6.677899,-13.027974,-45.511871,0.2,1.0,521.0
111.45,-128.33822732,0.506256145,398.5,6.0236545,-12.9710995,-45.508003,0.2,1.0,521.0
111.5,-128.33826973,0.50629704,397.0,5.36941,-12.914225,-45.504135,0.2,1.0,521.0
111.55,-128.33832073500002,0.5063448500000001,395.0,4.7775525000000005,-12.853389,-45.500496,0.2,0.95,520.5
111.6,-128.33837174,0.50639266,393.0,4.185695,-12.792553,-45.496857,0.2,0.9,520.0
