Time,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,AOA,AOS,TAS
146.4,-128.07758621,0.57961954,194.0,-7.893204,-12.552592,18.551727,-0.3,0.0,577.0
146.45,-128.07754621499998,0.579740115,192.5,-7.851105,-12.515611,18.518051,-0.25,0.0,577.5
146.5,-128.07750622,0.57986069,191.0,-7.809006,-12.47863,18.484375,-0.2,0.0,578.0
146.55,-128.07745937,0.58000261,189.0,-7.761092,-12.4360715,18.435913,-0.2,0.0,578.5
146.6,-128.07741252,0.58014453,187.0,-7.713178,-12.393513,18.387451,-0.2,-0.0,579.0
146.65,-128.07737423999998,0.580261065,185.5,-7.6781965,-12.3749205,18.340065,-0.2,-0.05,579.5
146.7,-128.07733596,0.5803776,184.0,-7.643215,-12.356328,18.292679,-0.2,-0.1,580.0
146.75,-128.07728739499998,0.5805264450000001,182.0,-7.5955575,-12.350416,18.208908,-0.2,-0.15,581.0
146.8,-128.07723883,0.58067529,180.0,-7.5479,-12.344504,18.125137,-0.2,-0.2,582.0
146.85,-128.07720055,0.58079298,178.5,-7.5127625,-12.35172,18.0341335,-0.25,-0.25,582.5
146.9,-128.07716227,0.58091067,177.0,-7.477625,-12.358936,17.94313,-0.3,-0.3,583.0
146.95,-128.07711999,0.581039895,175.5,-7.444665499999999,-12.374422,17.797882,-0.3,-0.4,583.5
147.0,-128.07707771,0.58116912,174.0,-7.411706,-12.389908,17.652634,-0.3,-0.5,584.0
147.05,-128.07703143,0.5813116199999999,172.5,-7.396119499999999,-12.4106825,17.445304999999998,-0.3,-0.65,584.5
147.1,-128.07698515,0.58145412,171.0,-7.380533,-12.431457,17.237976,-0.3,-0.8,585.0
147.15,-128.076946305,0.58157527,169.0,-7.406129,-12.4505135,17.021445999999997,-0.35,-1.0,586.0
147.2,-128.07690746,0.58169642,167.0,-7.431725,-12.46957,16.804916,-0.4,-1.2,587.0
147.25,-128.07686004,0.58184353,165.5,-7.5431435,-12.489394999999998,16.516571,-0.4,-1.4,587.5
147.3,-128.07681262,0.58199064,164.0,-7.654562,-12.50922,16.228226,-0.4,-1.6,588.0
147.35,-128.076772055,0.58211814,162.5,-7.8500585,-12.5244015,15.98687,-0.4,-1.75,588.5
147.4,-128.07673149,0.58224564,161.0,-8.045555,-12.539583,15.745514,-0.4,-1.9,589.0
147.45,-128.076688075,0.5823846699999999,158.5,-8.340098000000001,-12.556714,15.5142135,-0.4,-2.1,589.5
147.5,-128.07664466,0.5825237,156.0,-8.634641,-12.573845,15.282913,-0.4,-2.3,590.0
147.55,-128.076602955,0.5826563899999999,155.0,-8.9916815,-12.594472,15.092186,-0.4,-2.4,591.0
147.6,-128.07656125,0.58278908,154.0,-9.348722,-12.615099,14.901459,-0.4,-2.5,592.0
147.65,-128.07652355,0.58291196,152.5,-9.760731,-12.634981,14.754905999999998,-0.4,-2.55,592.5
147.7,-128.07648585,0.58303484,151.0,-10.17274,-12.654863,14.608353,-0.4,-2.6,593.0
147.75,-128.076441295,0.583181375,149.0,-10.680863,-12.6738295,14.4893875,-0.4,-2.6,593.5
147.8,-128.07639674,0.58332791,147.0,-11.188986,-12.692796,14.370422,-0.4,-2.6,594.0
147.85,-128.07635961,0.58345194,145.5,-11.6800025,-12.7085155,14.297775,-0.4,-2.6,594.5
147.9,-128.07632248,0.58357597,144.0,-12.171019,-12.724235,14.225128,-0.4,-2.6,595.0
147.95,-128.07627793,0.5837276950000001,142.0,-12.7421455,-12.7406985,14.171539,-0.4,-2.55,595.5
